Ticker,Date,Future_5D_Return,Large_Move
GS,2025-04-03,-0.04191855472649941,False
NVDA,2022-11-10,-0.004634917728484678,False
CAT,2026-04-30,0.006268907417817493,False
JNJ,2025-11-11,0.03183200800009889,False
V,2020-06-11,0.026630657821179238,False
GS,2020-11-09,0.034662506215544786,False
MSFT,2020-09-03,-0.06106766721627799,True
V,2025-06-18,0.016599076959381343,False
TSLA,2020-02-05,0.04435827842664053,False
MSFT,2020-03-13,-0.135238906251396,True
AAPL,2026-02-02,0.017073386855413597,False
MA,2020-02-24,-0.05522537484771528,True
BA,2021-02-24,-0.003401058654190159,False
MA,2024-10-31,0.03661003758880654,False
AAPL,2026-01-26,0.05716301591237016,True
AAPL,2020-01-31,0.03398917218101638,False
GS,2024-03-21,0.009620292157629384,False
PFE,2023-09-29,-0.0012058216170637293,False
JNJ,2020-03-02,-0.025567788328933805,False
XOM,2026-04-01,-0.03570099226734902,False
BA,2026-08-03,-0.002998039276039921,False
CAT,2023-10-18,-0.05508833698036564,True
JPM,2025-04-03,-0.006908923932778754,False
JPM,2025-07-08,0.013331880012540376,False
JNJ,2021-01-29,0.008091657119595697,False
GS,2019-08-01,-0.021739158652317125,False
BA,2021-11-15,-0.0994894796248127,True
GS,2022-01-18,-0.03625848285784383,False
PFE,2020-10-16,0.006060595786951506,False
V,2020-02-24,-0.03249656256982614,False
AAPL,2023-05-05,-0.005761364047949025,False
MSFT,2024-12-18,0.0016460611331141628,False
BA,2025-06-12,-0.024539877300613466,False
CVX,2022-07-29,-0.06191231814156184,True
KO,2020-03-12,-0.11301946636138305,True
JNJ,2020-09-03,-0.011835534846818763,False
MA,2019-10-22,0.04987368250880042,False
GS,2026-05-20,0.02672789489116134,False
BA,2021-11-05,-0.015592978238041622,False
PFE,2020-03-04,-0.11620874235212642,True
BA,2022-05-09,-0.06946211594344909,True
BA,2025-04-03,0.030548012050105378,False
KO,2025-04-04,0.021450021356413274,False
KO,2026-04-28,0.0016592837950779593,False
BA,2024-08-01,-0.0529415207821099,True
KO,2025-01-27,-0.008141544801311795,False
PFE,2025-10-01,-0.05622928448277553,True
CVX,2020-03-24,0.08880534578065258,True
CVX,2019-08-14,0.0011890554797735486,False
GS,2020-05-26,0.04121188376858953,False
TSLA,2022-01-03,-0.11807164964096739,True
JNJ,2020-02-27,0.02077342934934734,False
KO,2020-06-11,0.03184015664885642,False
V,2021-07-19,0.04093006192754167,False
NVDA,2024-07-31,-0.15475981456567645,True
