Date,AAPL,BA,CAT,CVX,GS,JNJ,JPM,KO,MA,MSFT,NVDA,PFE,TSLA,V,WMT,XOM
2024-10-07,221.69000244140625,155.91000366210938,398.25,151.1199951171875,494.6199951171875,159.52999877929688,210.92999267578125,69.01000213623047,491.29998779296875,409.5400085449219,127.72000122070312,29.200000762939453,240.8300018310547,273.7900085449219,79.0999984741211,125.37000274658203
2024-10-08,225.77000427246094,154.64999389648438,387.9599914550781,148.75,496.57000732421875,159.69000244140625,210.75,69.18000030517578,497.05999755859375,414.7099914550781,132.88999938964844,29.18000030517578,244.5,274.9599914550781,79.70999908447266,122.04000091552734
2024-10-09,229.5399932861328,149.3699951171875,396.19000244140625,149.64999389648438,505.17999267578125,160.64999389648438,213.4199981689453,69.56999969482422,499.95001220703125,417.4599914550781,132.64999389648438,30.190000534057617,241.0500030517578,276.92999267578125,80.4000015258789,122.08999633789062
2024-10-10,229.0399932861328,146.6199951171875,396.6400146484375,150.6199951171875,503.7200012207031,160.50999450683594,212.83999633789062,69.25,498.0199890136719,415.8399963378906,134.80999755859375,29.34000015258789,238.77000427246094,277.4700012207031,79.61000061035156,123.13999938964844
2024-10-11,227.5500030517578,151.02000427246094,402.0199890136719,151.4199981689453,516.2999877929688,161.4600067138672,222.2899932861328,69.56999969482422,502.260009765625,416.32000732421875,134.8000030517578,29.15999984741211,217.8000030517578,277.8399963378906,80.0999984741211,123.61000061035156
2024-10-14,231.3000030517578,148.99000549316406,393.95001220703125,151.77999877929688,522.75,161.60000610351562,221.47999572753906,70.33999633789062,506.6600036621094,419.1400146484375,138.07000732421875,29.079999923706055,219.16000366210938,280.67999267578125,80.29000091552734,124.08000183105469
2024-10-15,233.85000610351562,152.35000610351562,387.989990234375,147.72999572753906,522.3800048828125,164.10000610351562,222.38999938964844,70.33999633789062,507.2300109863281,418.739990234375,131.60000610351562,29.440000534057617,219.57000732421875,279.2900085449219,81.6500015258789,120.3499984741211
2024-10-16,231.77999877929688,154.89999389648438,393.6199951171875,148.72999572753906,529.8599853515625,164.27999877929688,223.63999938964844,70.56999969482422,514.0700073242188,416.1199951171875,135.72000122070312,29.670000076293945,221.3300018310547,287.5199890136719,81.22000122070312,120.66000366210938
2024-10-17,232.14999389648438,155.30999755859375,394.489990234375,151.1999969482422,529.0,164.47000122070312,224.4199981689453,69.9000015258789,513.760009765625,416.7200012207031,136.92999267578125,29.270000457763672,220.88999938964844,290.3900146484375,80.88999938964844,120.3499984741211
2024-10-18,235.0,155.0,393.8599853515625,150.75,528.5,165.1199951171875,225.3699951171875,70.44000244140625,516.3400268554688,418.1600036621094,138.0,29.219999313354492,220.6999969482422,290.6199951171875,81.30999755859375,120.01000213623047
